               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.025475,            0.013636,           0.0028144,             0.87824,              0.9081,             0.94039,             0.70107,            0.015197,           0.0055186,          0.00095504,           0.0083411,           0.0083411,           0.0083411
                 115,            0.025795,            0.013691,           0.0027853,             0.87886,             0.90783,             0.94048,             0.70142,            0.015185,           0.0055148,          0.00094985,           0.0083136,           0.0083136,           0.0083136
                 116,            0.025419,            0.013588,           0.0027302,             0.88038,             0.90739,             0.94086,             0.70184,            0.015172,           0.0055106,          0.00094769,           0.0082859,           0.0082859,           0.0082859
                 117,            0.025476,            0.013753,           0.0029174,              0.8784,             0.90965,             0.94092,             0.70185,            0.015154,           0.0055075,          0.00094609,           0.0082581,           0.0082581,           0.0082581
                 118,            0.024993,            0.013583,            0.002846,             0.87881,             0.91018,             0.94099,             0.70244,            0.015137,           0.0055045,          0.00094205,           0.0082301,           0.0082301,           0.0082301
                 119,            0.025637,            0.013835,           0.0031215,             0.87882,             0.91196,             0.94106,             0.70218,            0.015123,            0.005502,          0.00093924,           0.0082019,           0.0082019,           0.0082019
                 120,            0.026635,            0.014565,           0.0040504,             0.87732,             0.91304,             0.94118,             0.70216,            0.015105,              0.0055,          0.00094115,           0.0081735,           0.0081735,           0.0081735
                 121,            0.025868,            0.014047,            0.003409,             0.87564,             0.91436,             0.94112,             0.70234,            0.015095,           0.0054971,           0.0009424,            0.008145,            0.008145,            0.008145
                 122,            0.025322,             0.01373,           0.0026622,             0.87478,             0.91542,             0.94136,             0.70289,            0.015081,           0.0054935,           0.0009407,           0.0081164,           0.0081164,           0.0081164
                 123,            0.024959,            0.013741,           0.0031186,             0.87708,             0.91373,             0.94195,             0.70382,            0.015067,           0.0054906,          0.00094059,           0.0080875,           0.0080875,           0.0080875
                 124,            0.025641,            0.013829,           0.0030234,             0.87551,             0.91362,             0.94132,             0.70383,            0.015054,           0.0054885,          0.00093671,           0.0080585,           0.0080585,           0.0080585
                 125,            0.025244,            0.013572,            0.002752,             0.87639,              0.9135,             0.94139,             0.70427,            0.015044,           0.0054857,          0.00093311,           0.0080294,           0.0080294,           0.0080294
                 126,             0.02517,            0.013607,           0.0028665,             0.87675,             0.91287,             0.94156,             0.70425,            0.015036,           0.0054829,          0.00092694,           0.0080001,           0.0080001,           0.0080001
                 127,            0.025708,            0.013749,            0.002902,             0.89027,             0.89918,              0.9418,             0.70484,            0.015029,           0.0054798,           0.0009255,           0.0079706,           0.0079706,           0.0079706
                 128,            0.025247,            0.013773,           0.0028966,             0.88299,             0.90724,             0.94198,             0.70429,            0.015016,           0.0054771,          0.00092321,            0.007941,            0.007941,            0.007941
                 129,            0.024987,            0.013784,           0.0031605,             0.88333,             0.90847,             0.94207,              0.7039,            0.015007,           0.0054748,          0.00092318,           0.0079112,           0.0079112,           0.0079112
                 130,            0.025365,            0.013542,           0.0028585,             0.88452,             0.90853,             0.94253,             0.70428,            0.015003,           0.0054717,          0.00092442,           0.0078813,           0.0078813,           0.0078813
                 131,            0.025572,            0.013653,           0.0029924,             0.88371,             0.90896,             0.94259,             0.70435,            0.015004,           0.0054686,          0.00092178,           0.0078512,           0.0078512,           0.0078512
                 132,            0.025138,            0.013468,           0.0026657,              0.8852,             0.90784,             0.94298,             0.70497,            0.015001,           0.0054655,          0.00091733,            0.007821,            0.007821,            0.007821
                 133,            0.025293,            0.013758,           0.0033156,             0.87806,              0.9159,             0.94305,             0.70456,            0.014994,           0.0054627,          0.00091839,           0.0077907,           0.0077907,           0.0077907
                 134,            0.025103,            0.013806,           0.0033546,             0.87739,             0.91566,             0.94313,             0.70386,            0.014997,           0.0054602,          0.00091622,           0.0077602,           0.0077602,           0.0077602
                 135,            0.024994,            0.013732,           0.0028937,             0.87723,             0.91751,             0.94327,             0.70408,            0.014999,           0.0054576,          0.00091306,           0.0077296,           0.0077296,           0.0077296
                 136,            0.025188,            0.013635,           0.0029518,             0.87775,             0.91755,             0.94344,             0.70421,            0.015001,           0.0054539,          0.00091607,           0.0076988,           0.0076988,           0.0076988
                 137,            0.025153,            0.013554,           0.0027295,             0.87784,             0.91758,             0.94343,             0.70501,            0.015001,           0.0054511,          0.00091155,           0.0076679,           0.0076679,           0.0076679
                 138,            0.024702,            0.013328,            0.002753,             0.87828,             0.91812,             0.94376,             0.70497,            0.014994,           0.0054479,          0.00090794,           0.0076369,           0.0076369,           0.0076369
                 139,            0.024465,            0.013406,           0.0025968,              0.8784,             0.91857,             0.94398,             0.70544,            0.014984,           0.0054444,           0.0009037,           0.0076057,           0.0076057,           0.0076057
                 140,            0.024622,            0.013266,           0.0027612,             0.87973,             0.91789,             0.94377,             0.70489,            0.014981,            0.005442,          0.00089731,           0.0075744,           0.0075744,           0.0075744
                 141,            0.024979,            0.013302,           0.0026206,             0.87953,             0.91789,             0.94422,             0.70523,            0.014975,           0.0054394,          0.00089204,            0.007543,            0.007543,            0.007543
                 142,            0.024278,            0.013054,           0.0021505,             0.88646,             0.91114,             0.94427,             0.70576,            0.014971,           0.0054358,          0.00088826,           0.0075114,           0.0075114,           0.0075114
                 143,            0.024706,            0.013303,           0.0023967,             0.88872,              0.9092,              0.9443,             0.70582,             0.01496,           0.0054327,          0.00088931,           0.0074797,           0.0074797,           0.0074797
                 144,            0.024567,            0.013229,           0.0026857,             0.88089,             0.91708,             0.94447,              0.7062,            0.014946,           0.0054283,          0.00088809,           0.0074479,           0.0074479,           0.0074479
                 145,            0.024609,            0.013262,           0.0028368,             0.88239,             0.91652,             0.94431,             0.70664,            0.014933,            0.005425,          0.00088425,            0.007416,            0.007416,            0.007416
                 146,            0.024738,            0.013513,           0.0028689,             0.88364,             0.91564,             0.94443,             0.70728,            0.014923,            0.005421,          0.00088114,            0.007384,            0.007384,            0.007384
                 147,            0.024486,            0.013112,           0.0022853,             0.88251,             0.91804,             0.94472,             0.70755,            0.014912,           0.0054179,          0.00087837,           0.0073518,           0.0073518,           0.0073518
