epoch	train_acc	test_acc
287	0.991058349609375	0.9893666505813599
288	0.9917416572570801	0.9903333187103271
289	0.9910500049591064	0.9898333549499512
290	0.9923333525657654	0.9906666874885559
291	0.9924916625022888	0.9899333119392395
292	0.9894333481788635	0.9873666763305664
293	0.9907000064849854	0.9887333512306213
294	0.9906166791915894	0.989300012588501
295	0.9912833571434021	0.9888666868209839
296	0.9900083541870117	0.9886333346366882
297	0.9920416474342346	0.9910333156585693
298	0.9916583299636841	0.9899333119392395
299	0.9928916692733765	0.9914666414260864
