               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,            0.015202,           0.0061435,           0.0034746,              0.9969,             0.99586,             0.99463,              0.8743,            0.012158,            0.003869,          0.00055304,           0.0027419,           0.0027419,           0.0027419
                  73,            0.015133,           0.0061145,           0.0034251,             0.99694,             0.99616,             0.99463,             0.87419,            0.012146,           0.0038683,          0.00054477,           0.0026316,           0.0026316,           0.0026316
                  74,            0.015073,           0.0061003,           0.0034167,             0.99635,             0.99658,             0.99464,             0.87455,            0.012124,           0.0038608,          0.00053922,           0.0025241,           0.0025241,           0.0025241
                  75,            0.015041,           0.0060869,           0.0033735,             0.99676,             0.99614,             0.99462,             0.87472,            0.012121,           0.0038608,          0.00053717,           0.0024195,           0.0024195,           0.0024195
                  76,            0.014961,            0.006064,           0.0033003,             0.99687,             0.99601,             0.99462,             0.87517,            0.012111,           0.0038562,          0.00053602,            0.002318,            0.002318,            0.002318
                  77,            0.014882,           0.0060462,           0.0032821,             0.99678,             0.99615,             0.99463,             0.87537,            0.012098,             0.00385,          0.00052976,           0.0022196,           0.0022196,           0.0022196
                  78,            0.014836,           0.0060205,           0.0032194,             0.99661,             0.99665,             0.99463,             0.87553,            0.012084,           0.0038459,          0.00051755,           0.0021245,           0.0021245,           0.0021245
                  79,            0.014793,           0.0060079,           0.0032284,             0.99665,             0.99657,             0.99464,             0.87559,            0.012075,           0.0038425,          0.00051103,           0.0020327,           0.0020327,           0.0020327
                  80,            0.014728,           0.0059865,           0.0031795,             0.99656,             0.99665,             0.99464,             0.87595,            0.012068,            0.003839,          0.00050877,           0.0019443,           0.0019443,           0.0019443
                  81,            0.014653,           0.0059645,           0.0031378,             0.99705,             0.99613,             0.99465,              0.8761,             0.01207,           0.0038393,          0.00050841,           0.0018594,           0.0018594,           0.0018594
                  82,            0.014599,           0.0059514,           0.0030856,             0.99665,             0.99664,             0.99466,             0.87622,            0.012058,           0.0038355,          0.00050158,           0.0017781,           0.0017781,           0.0017781
                  83,            0.014543,            0.005928,           0.0030702,             0.99674,             0.99654,             0.99464,             0.87665,             0.01204,           0.0038267,          0.00049657,           0.0017005,           0.0017005,           0.0017005
                  84,             0.01446,           0.0059048,           0.0030328,              0.9967,             0.99679,             0.99465,             0.87646,             0.01204,           0.0038272,          0.00048718,           0.0016267,           0.0016267,           0.0016267
                  85,            0.014406,           0.0058838,           0.0029945,             0.99659,             0.99671,             0.99465,              0.8769,            0.012021,           0.0038217,          0.00048287,           0.0015566,           0.0015566,           0.0015566
                  86,            0.014369,           0.0058693,           0.0029612,             0.99632,             0.99703,             0.99465,             0.87685,            0.012014,           0.0038199,          0.00047455,           0.0014905,           0.0014905,           0.0014905
                  87,            0.014306,           0.0058531,            0.002929,             0.99689,             0.99649,             0.99466,             0.87693,            0.012012,           0.0038183,          0.00047295,           0.0014283,           0.0014283,           0.0014283
                  88,            0.014265,           0.0058327,           0.0029081,             0.99659,             0.99689,             0.99464,             0.87688,            0.012007,           0.0038156,          0.00046859,           0.0013701,           0.0013701,           0.0013701
                  89,            0.014213,           0.0058271,           0.0028792,             0.99687,             0.99668,             0.99467,             0.87702,            0.012002,           0.0038135,          0.00046155,            0.001316,            0.001316,            0.001316
                  90,             0.01418,            0.005814,           0.0028619,             0.99672,             0.99684,             0.99468,             0.87722,            0.011986,           0.0038085,          0.00045546,            0.001266,            0.001266,            0.001266
                  91,            0.014139,           0.0057914,           0.0028306,             0.99656,             0.99706,             0.99468,             0.87776,            0.011975,           0.0038049,          0.00045162,           0.0012202,           0.0012202,           0.0012202
                  92,            0.014104,           0.0057937,           0.0028151,             0.99704,             0.99653,             0.99466,             0.87779,            0.011965,           0.0038022,          0.00045248,           0.0011787,           0.0011787,           0.0011787
                  93,             0.01407,           0.0057689,           0.0027806,             0.99695,              0.9966,             0.99466,             0.87803,            0.011955,           0.0038018,          0.00044805,           0.0011414,           0.0011414,           0.0011414
                  94,            0.014064,           0.0057636,           0.0027849,              0.9967,             0.99705,             0.99465,             0.87833,            0.011952,           0.0037994,           0.0004425,           0.0011084,           0.0011084,           0.0011084
                  95,            0.014009,            0.005752,           0.0027646,             0.99692,             0.99688,             0.99465,             0.87827,            0.011952,           0.0038004,          0.00044064,           0.0010797,           0.0010797,           0.0010797
                  96,            0.014002,           0.0057478,           0.0027446,             0.99712,             0.99663,             0.99467,             0.87832,            0.011951,           0.0037981,          0.00043624,           0.0010554,           0.0010554,           0.0010554
                  97,            0.013967,           0.0057388,           0.0027503,             0.99653,             0.99716,             0.99469,             0.87842,            0.011951,           0.0037952,          0.00043092,           0.0010355,           0.0010355,           0.0010355
                  98,            0.013963,           0.0057491,           0.0027436,               0.997,             0.99671,             0.99469,             0.87837,            0.011947,           0.0037945,          0.00042629,             0.00102,             0.00102,             0.00102
                  99,            0.013968,           0.0057328,           0.0027245,             0.99681,             0.99697,             0.99468,             0.87843,            0.011942,            0.003794,          0.00042428,           0.0010089,           0.0010089,           0.0010089
